,Email Text,Email Type
831,"sum : quantification about four weeks ago , in linguist 8 . 948 , i asked a question on behalf of the basque language academy 's grammar commission about the standard or recommended scope of "" quantifier "" and "" quantification "" as grammatical terms , with special reference to the function of "" so many "" and "" so "" in sentences like : there were so many students that we needed a larger classroom . the students were so intelligent that we needed to get another teacher . i wished to know whether it is considered terminologically appropriate to say that not only "" many "" and "" so many "" but also "" very "" and "" so "" quantify , and thus that the function of all of these ( including what i call degree modifiers ) is quantification . better to contextualize the terminological problem that motivated the question in the first place and to help clarify the following report / discussion , let me suggest , ad hoc , calling the two positions contemplated the "" quantifiers versus degree modifiers "" position and the "" quantifiers subsuming degree modifiers "" position respectively ; or for short , the versus position and the subsuming position . it is also only honest for me to declare at this point that my personal position has always been and continues to be that of the versus view , although i tried to word the original question neutrally . at this point i perhaps ought to note that several respondents seem to prefer to treat "" so many ( students ) "" and "" so ( intelligent ) "" as merely various occurrences of a single item "" so "" rather than treating _ so many _ as an "" item "" to be discussed in its own right . i view this as a manifestation of linguistic anglocentrism : unlike english , in many languages "" so many "" is not expressed by the item equivalent to english "" so "" plus a quantifier equivalent to english "" many "" , and since i was not particularly asking about english in my question , i reject the assumption that the english lexical composition of "" so many "" is of crucial relevance to the issue i raised . thanks to the following who responded to my question : bruce d . despain , patricia galea , e . h . klein - v . d . laaken , jan k . lindstrom , p . l . peterson and marilyn n . silva . a summary of their answers and suggestions follows , with an interjection of my own personal opinion at times , identified by my initials ark . marilyn silva supports the versus position , stating that "" quantifiers determine noun phrases , not adjectives . "" for "" very "" and "" so "" she prefers the term "" intensifier "" to my proposed "" degree modifier "" . patricia galea expresses the same views . ( [ ark : ] since my original question was not about the latter terms , i shall refrain from defending my preference of "" degree modifier "" over "" intensifier "" in this context ; larry trask 's _ dictionary of grammatical terms in linguistics _ treats the two terms as interchangeble . ) marilyn silva also discussed what i called "" consecutive "" sentences , pointing out that the subordinate clauses in the two english examples cited above , "" . . . that we needed a larger classroom "" and "" . . . that we needed to get another teacher "" , are called "" adverbial clauses of extent "" in her treatment of english grammar , _ grammar in many voices _ ( ntc pub . group , 1995 ) . she considers that here "" it is the clause that seems to quantify , not the intensifier in the main clause "" . silva went on to point out that english clauses of extent can be licensed by a main clause containing _ so _ ( with or without _ many _ ) , as above , but also by one containing _ such _ , as in : george was such a gentleman that he never raised his voice . and draws our attention to the fact that _ such _ could hardly be called a quantifier . ( [ ark : ] this argument seems to be of general typological interest , independently of the fact that there is no real equivalent of this use of _ such _ in basque . ) in all these sentences with extent clauses , silva argues , "" it is the [ subordinate ] clause that seems to quantify , not the intensifier in the main clause . . . which merely licenses the subordinate clause . "" according to silva , then , _ so _ and _ such _ should not be lumped together with items like _ many _ or _ very _ in any case , in line with the view that they do not themselves quantify but merely license a subordinate clause which quantifies . looking beyond english , jan lindstrom pointed out that in swedish a single lexical item , _ mycket _ , functions both as a quantifier ( of nouns ) meaning "" much "" and as a degree modifier or intensifier of adjectives meaning "" very "" , providing the following examples : 1 ) da "" r fanns mycket folk . ' there was much people ' 2 ) hon a "" r mycket intelligent . ' she is very intelligent ' lindstrom does not seem to be defending a particular terminological usage in providing this observation , but merely wishes to offer useful information that may be of interest in the discussion . [ ark : ] it seems to me that while the interest of this sort of observation is undeniable , it does not obviate the need for a terminological distinction , nor does it justify the subsumes position , but rather illustrates the need for linguists to employ a clear meta-language to enable us to distinguish between items or uses even where , as here , their formal expressions overlap language-specifically . ( by the way , some other instances of the use of a single form for "" very "" and "" much "" include portuguese _ muito _ , catalan _ molt _ , and italian _ molto _ ; but i can think of many more languages that do not show this kind of overlap or homonymy . ) philip peterson wrote discussing in somewhat more abstract terms the actual semantics of terms like "" many "" and "" more "" , and referred me to his article "" complexly fractionated syllogistic quantifiers "" ( journal of philosophical logic , 1991 , 20 , 287-313 ) . bruce despain 's comments are oriented to language-specific issues of syntactic classification of quantifiers in english that are not likely to be relevant to a description of basque , for which reason i shall not report his suggestions here . henny klein brought to my attention the following bibliographical reference : gary , e . ( 1979 ) extent in english . a unified account of degree and quantity . phd thesis , university of california , los angeles . in summary , none of those who responded favoured the subsuming position according to which "" very "" and "" so "" can be referred to as quantifiers or their function as quantification ( unless that was what jan lindstrom wished to imply ; it is my understanding that it was not ) . four of the six answers do not actually lean one way or the other . the two answers that address my question directly and suggest an answer , those of silva and galea , both constitute votes for the versus position . eskerrik asko denoi ( many thanks to all ) alan r . king , ph . d . alanking @ bigfoot . com alternative email addresses : mccay @ redestb . es , a @ eirelink . com , 70244 . 1674 @ compuserve . com snail : orkolaga plaza 3 1a , 20800 zarautz , basque country , spain phone : + 34-43 - 134125 / fax : + 34-43 - 130396 visit my web page at - - > http : / / www . eirelink . com / alanking /",Safe Email
832,"URL: http://www.newsisfree.com/click/-6,6503039,159/
Date: 2002-08-03T08:11:17+01:00Back when 64KB was more memory than any computer would ever need, there was a 
time when memory managers didnï¿½t exist. But gradually, new computer systems 
came out with larger amounts of memory and designers discovered ways to eat up 
RAM faster than any system could dish it out. This discussion is based on 
Tiburon's experiences in writing and rewriting the memory manager for Madden 
NFL 97 to Madden NFL 2002.
",Safe Email
833,"gmt does anyone out there know of the whereabouts of jane roscoe mcbrearty , a linguist who gave an interesting paper ( "" why child phonology can never be deviant "" ) at the child language seminar in york ( uk ) in 1987 ? i would like to contact her if poss . thank you ! clare . gallaway @ man . ac . uk centre for audiology , education of the deaf and speech pathology university of manchester",Safe Email
834,start date : 1 / 9 / 02 ; hourahead hour : 20 ; start date : 1 / 9 / 02 ; hourahead hour : 20 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002010920 . txt,Safe Email
835,"will people be all over this stock ? ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! stockbrokers news watch ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! issued for july 18 , 2005 ! ! ! ! ! watch watch watch we told two weeks ago that we had a special deal coming your way . at . 30 we think it goes to 1 . 25 on expected news this week mortgage xpress , inc . ( otc : mxpr current price : $ 0 . 30 shares outstanding : 20 million market capitalization : $ 6 million short term target : $ 1 . 25 12 month target : $ 4 . 00 correcting and replacing mortgage xpress launches new platform to remove barriers to minority home ownership tuesday june 28 , 2 : 58 pm et mortgage xpress launches new platform to remove barriers to minority home ownership mortgage xpress , inc . ( otc : mxpr - news ) announced today that it has been approved as a fannie mae seller / servicer and will launch a new platform to meet the needs of minority and other underserved homebuyers . vincent g . curry , president and ceo , stated : "" we are proud of our selection to work with fannie mae in this initiative . we will be opening new offices in several cities as we roll - out this platform . one key to our success will prove to be our highly automated loan origination and processing infrastructure . this will serve us well as we grow and enable us to carefully control our business processes . our entire team is excited about the opportunity we have to make the mortgage xpress ( tm ) brand synonymous with efficient , cost - effective , high - tech , residential and commercial lending services . "" $ $ $ $ $ $ with rates as low as they are we feel that this company could rocket very quickly , we ask you to put this on your screen and watch it very carefully . this is our sleeper for 2005 . * * * * * * * * * * * * * * * * * * * * * * * * * good luck and trade at the top * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * disc : information within this email contains "" for wardlooking stateme nts "" within the meaning of sec tion 27 aof the secur ities act of 1933 and section 21 b of thesecu rities exch ange act of 1934 . any statem ents that express or invo lve discussions with respect to predi ctions , expect ations , beliefs , plans , proje ctions , object ives , goals , ass umptions or future events or performance are not state ments of histor ical fact and may be "" forward looking statements . "" forwa rdlooking state ments are based on expectat ions , estimates and proje ctions at the time the statements are made that involve a number of risks and uncer tainties which could cause actual results or events to differ materially from those presently ant icipated . forward look ing stat ements in this action may be iden tified through the use of words such as "" proje cts "" , "" for esee "" , "" exp ects "" , "" will , "" "" anti cipates , "" "" esti mates , "" "" belie ves , "" understan ds "" or that by stat ements indicating certain actions "" may , "" "" could , "" or "" might "" occur . risk factors include general econ omic and business con ditions , the ab ility to acqu ire and deve lop specific projects , the ability to fund operations and changes in consumer and busi ness consum ption habits and other factors overwhich the company has little or no control . the publisher of this newsl etter does not represent that the informa tion contained in this message states all material facts or does not omit a material fact necessary to make the statements therein not misleading . all infor mation provided within this email pert aining to inves ting , st ocks , securi ties must be under stood as information provi ded and not inves tment advice . the publi sher of this newsletter advises all readers and subscr ibers to seek advice from a reg istered profess ional secur ities repres ntative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of inves tment advice or soli citation . many of these comp anies are on the verge of bank ruptcy . you can lose all your money by investing in this stock . we urge you to read the company ' s sec filings now , before you invest . the publi sher of this newsletter is not a reg stered invstme nt advis or . subscribers should not view information herein as legal , tax , accounting or invest ment advice . in comp liance with the securiti esact of 1933 , section 17 ( b ) , the publisher of this newsletter is contracted to receive six hundred thousa nd free trad ing shares from a third party , not an officer , director or affi liate shar eholder for the circul ation of this report . be aware of an inherent conflict of interest resulting from such compensa tion due to the fact that this is a paid adve rtisement and is not without bias . the party that paid us has a position in the st ock they will sell at anyt ime without notice . this could have a negat ive impact on the price of the st ock , causing you to lose money . all factual infor mation in this report was gat hered fr om public sources , including but not limited to sec filings , company websites and compa ny press rel eases . the publisher of this newsl etter beli eves this informationto be eliable but can make no guarantee as to its accuracy or comple teness . use of the mat rial within this email consti tutes your accepta nce of these terms .",Phishing Email
836,"67% of women desire a ""bigger"" man...
>>From the Creator of Longitude comes SizeMAX-
The most powerful penis enlargement pill on the market!GO BIG... SATISFY HER BETTER THAN ANY MAN CAN!!!
OVER 120,000,000 CAPSULES SOLD!!!. Do you want a larger and firmer penis?
. Do you want to give your partner more pleasure?
. Do you want to stay ROCK HARD longer? Our Revolutionary Pill Can Enlarge Your Penis
Up to 3-FULL-INCHES. 100% GUARANTEED! Believe it or not, it is now possible.
Check out dramatic before and after photos and what JANE Magazine had to
say about the breakthrough SizeMAX formula...CLICK HERE
Â 
Â 
for no further emails click here [^"":}H&*TG0BK5NKIYs5]
",Phishing Email
837,"URL: http://www.aaronsw.com/weblog/000644
Date: 2002-10-08T01:21:33-06:00DeCSS detractors have repeatedly claimed that DeCSS needs to be stopped because 
it makes perfect digital copies of DVDs possible. Recently, in private email, 
Ernest Miller claimed that doing so would be a violation of the DMCA. In this 
in-depth special report, I show that using perfectly legal, (I assume) 
licensed, off-the-shelf consumer software, copying DVDs is easy and in many 
ways encouraged. *Tools:*
1 PowerBook G4 with slot-loading DVD drive (any model should work)
1 Monsters, Inc. Collector's Edition DVD (any DVD should work)
1 copy of Mac OS X 10.2 ""Jaguar"" *Process:*
1. Insert DVD into drive. Notice how Jaguar helpfully loads the DVD Player for 
you.
2. Open the DVD (it appears on the desktop) and drag the VIDEO_TS folder to 
your hard drive. Ejct the DVD.
3. In DVD Player, select ""Open VIDEO_TS Folder..."" from the File menu. Use the 
dialog that appears to select the VIDEO_TS folder on your hard drive. Now the DVD plays just like it would were the DVD in the drive. By extension, I 
could also put the DVD up on my site for you to download and watch. I could 
share it via a P2P network. And I haven't done anything to decrypt the DVD or 
violate the DMCA: I've used only basic tools available to all normal computer 
users on my (I assume) fully-licensed consumer laptop. *Disclaimer:* Seth Schoen, whose opinion I highly respect on these matters, 
finds it unlikely that the DVD was CSS-encrypted if this was possible. I am not 
sure how to verify if the DVD is CSS-encrypted. If someone has a suggestion, 
please let me know. However, if it is true, then it's very interesting that 
Disney has released such a major movie without encryption.",Safe Email
838,"Does Your Computer Need an Oil Change
Does Your Computer Need an Oil
      Change?
NortonSystemWorks
      2002 Professional
      Edition 
Made
      by the Creators of the #1 Anti-Virus Software on the Market!
This
      UNBEATABLE software suite comes with  EVERY
      program you'll  ever need to answer the problems or threats that your
      computer faces each day of it's Life! Included in this magnificent deal
      are the following programs:
Norton
      AntiVirusÃ¿FFFF99 2002 - THE #1
      ANTI-VIRUS PROTECION EVER!Norton UtilitiesÃ¿FFFF99 2002
      - DIAGNOSE ANY PROBLEM WITH YOUR
      SYSTEM!
Norton GhostÃ¿FFFF99 2002 - MAKES
      BACKING UP YOUR VALUABLE DATA EASY!
      Norton CleanSweepÃ¿FFFF99 2002 - CLEANS
      OUT EXCESS INTERNET FILE BUILDUP!
      Norton WinFaxÃ¿FFFF99 Basic - TURNS YOUR
      CPU INTO A FAX MACHINE!GoBackÃ¿FFFFAE 3 Personal - HELPS
      PREVENT YOU FROM MAKING ANY MISTAKES!
*ALL
      this has a retail price of $99.95*  Buy
      it
      Now for ONLY $29.99!with
      Free Shipping - PLUS, Buy
      Any 2 Items & GET 1 FREE! (Also
      w/Free Shipping!) 
CLICK
      HERE to Order NOW!
This Product is available NOW. When we
run out it's gone, so get it while it's HOT!
Â 
Â 
Â 
Your
      email address was obtained from an opt-in list. Opt-in IAA (Internet
      Advertising Association)Â Approved ListÂ Serial
      Code FTRD4451.Â Â If you wish to be unsubscribed from
      this list, please Click
      here. We do not condone spam in any shape or form. Thank You kindly
      for your cooperation.
",Phishing Email
839,"URL: http://www.mozillazine.org/weblogs/hyatt/#85443744
Date: Not suppliedI just finished reading an article about Mozilla[1] for Salon.com[2]. This 
excerpt was rather amusing._It is a good question, because in almost every way, Mozilla is a better 
browser than Navigator. For example, Netscape's best new feature, tabbed 
browsing -- which lets you have several Web pages open in the same browser 
window, and allows you to bookmark all the pages under one name -- was in 
Mozilla many months ago, and the Mozilla project that created it (called 
MultiZilla) already has an improved version available. When asked about this, 
Yecies, of Netscape, said, ""That's true, but the engineer who's working on it 
[for Mozilla] is a Netscape employee. It was always done with the intention of 
fostering general browsing usability for Netscape."" 
_
Yes, ok, I suppose that's true if by ""Netscape employee"" you really meant 
""Apple employee."" and by ""always done with the intention of fostering general 
browsing usability for Netscape"" you meant ""was done in a weekend for Mozilla 
because I thought MultiZilla was cool."" Here's how the whole tabbed browsing thing happened. One night I finally 
downloaded an extension called MultiZilla (go check it out on mozdev.org[3]. I 
was particularly impressed with a feature contained in MultiZilla called tabbed 
browsing. I started doing research and discovered NetCaptor[4], a tabbed 
browser that embedded WinIE. MultiZilla was cool but at the time suffered from two fundamental flaws that 
prevented the code from being incorporated into the Mozilla tree. The first was 
a UI flaw, namely that at the time it had ripped off NetCaptor down to the last 
context menu item. The GUI was similar enough that there would have been 
definite concerns about so obviously copying some of NetCaptor's more obscure 
capabilities (like sticky names and tab locking). The second concern was that 
the tab behavior wasn't encapsulated cleanly into a widget. I produced a simplified version of tabbed browsing on my own time (did it in a 
weekend) that removed some of the geekier NetCaptor features and that 
encapsulated the tab behavior so that the changes to other Navigator files 
would be minimal. Once I established that it didn't degrade performance in the 
single tab case, I checked it in as an experiment.The response was overwhelming, as were the bugs that started being filed. So 
much so that at first I wanted to back tabbed browsing out of the tree. I was 
overruled by Mozilla, which turned out to be a good thing for all I think. :) 
Even with all the excitement and hoopla surrounding the advent of tabbed 
browsing on the engineering side (and in the Mozilla community), Netscape still 
didn't get it. Netscape marketing prioritized all sorts of useless work that 
nobody had even started above tabbed browsing in their marketing document. They 
continued to do so for months, simply not getting it. It was this odd curiosity 
that one of their engineers had checked in, and they didn't know what to make 
of it.Only after the press raved about it did Netscape really jump on board. I'm sure 
Netscape is doing the same thing now with popup blocking. Can't you just see it 
now? We'll have a Popup Manager, and a Manager to manage the Popup Manager, and 
twenty-seven preferences for fine-grained control of all aspects of popups. Can you believe how disfunctional Netscape is? When their engineers say ""you 
should do this"" or ""you should do that"", they get completely ignored (or blown 
off), but when CNet says ""We didn't like this, or we didn't like that."", 
Netscape scurries to meet their demands. That is simply pathetic.[1] http://archive.salon.com/tech/feature/2002/09/10/browser_wars/
[2] http://www.salon.com
[3] http://www.mozdev.org
[4] http://www.netcaptor.com
",Safe Email
840,"When a settler goes postal and kills some Palestinians they are treated
as a criminal, not celebrated in word and song.But you knew that.When a Palestinian sets out, to great rejoicing, to attempt to target
children with a homicide-bomb, they are careful to dip the shrapnel in
rat poison.  It helps prevent blood clotting in the victims, you see.I'm sure all those Jewish homicide-bombers do the same.  Oh wait, there
aren't any.If the Palestinians are driven completely out, either by expulsion or
death, they will have nobody to blame but themselves.  That won't stop
them or you from pretending otherwise.
> From: fork-admin@xent.com [mailto:fork-admin@xent.com] On Behalf Of
Owen
> Byrne
> I'm sure the plan is that it will be renamed for the settler who kills
> the last Palestinian in a few years.
> 
> Owen
> ",Safe Email
841,"constellation interest in enron book in speaking with constellation this morning ( trying to assign some of our new england deals to them ) , they said they had heard that enron was establishing a data room in houston for the purpose of selling off its book of business ( in fact they indicated they were sending a team down today ) . to that end , they are highly interested in speaking with someone about the book from a macro level . please let me know who i should have them call . otherwise , the contact there is sarah wright at 410 - 468 - 3483 . i ' m at 978 - 449 - 9936 if you ' d like to discuss regards john",Safe Email
842,"Vincent Cunniffe wrote:
> Does anyone have any practical experience with high-performance socket 
> code in C++ under Linux, and is there any speed difference between unix 
> domain sockets, loopback sockets, and a real ethernet interface if all 
> of the packets are going from one process on the machine to another 
> process on the same machine?In short yes. The more logic involved the longer
the CPU is executing it. I.E. there is more logic
executed (including NIC logic) when going down
to the metal than when using lo. So how much
logic is involved for each type of IPC (why
are you limiting yourself to sockets? there are
mutexes, shared mem, files, messages...). Anyway the
best IPC method to choose is dictated by the data
you want to communicate between the processes,
as the various IPC mechanisms are tuned for
various data types.IBM are running a series comparing doze and Linux IPC mechanisms.
The socket (which references the others at the bottom) is here:
http://www-106.ibm.com/developerworks/linux/library/l-rt6/?t=gr,Redhat=SocketsThe following in google gave useful info also:
""linux IPC mechanisms compared""PÃ¡draig.
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",Safe Email
843,"c . a . focus meeting 12 / 27 / 2000 . michelle , can you attend this please . thanks kh - - - - - - - - - - - - - - - - - - - - - - forwarded by kevin hyatt / et & s / enron on 12 / 21 / 2000 01 : 28 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - larry davis 12 / 21 / 2000 12 : 48 pm to : harry woodson / et & s / enron @ enron , tangie dykes / et & s / enron @ enron , hilda lindley / fgt / enron @ enron , kevin hyatt / et & s / enron @ enron , maria perales / et & s / enron @ enron , sharon brown / et & s / enron @ enron , ava garcia / et & s / enron @ enron , gary spraggins / et & s / enron @ enron , steven january / et & s / enron @ enron , kasey davis , vera apodaca , raetta zadow / et & s / enron @ enron , larry berger / et & s / enron @ enron , lynn blair / et & s / enron @ enron , ann carethers , bob chandler / et & s / enron @ enron , ted chavez , paul cherry / gpgfin / enron @ enron , elaine concklin / et & s / enron @ enron , esther dasilva , larry davis / et & s / enron @ enron , rick dietz / et & s / enron @ enron , dan fancler , richard hanagriff / et & s / enron @ enron , carolyn henry , alice johnson / et & s / enron @ enron , dana jones / et & s / enron @ enron , sharon mcknight , debbie moseley , sandy sheffield , julia white / et & s / enron @ enron , ricki winters / et & s / enron @ enron , gary zahn cc : subject : c . a . focus meeting 12 / 27 / 2000 . just an early reminder , with the xmas holidays coming up , that our quarterly customer accounts focus meeting will be held next wednesday , 12 / 27 / 2000 . the focus meeting will be held in 49 c 2 starting at 1 : 30 pm . the status meeting will take place the next day thursday , 12 / 28 / 200 . the status meeting will be held in eb 4102 starting at 1 : 30 pm . i will send out notices each day before the meetings . if you have any questions about the meetings please call me . thanks , larry davis ex : 3 - 9772",Safe Email
844,"winning notification union lottery international , groenenborgerlaan 171 , b - 2020 antwerpen belgium . from : mr . mark dick the promotions manager , international promotions / payment departement . resource cerdit trust . re / award notification ; final notice we are pleased to inform you of the announcement today 20 th of octember 2004 of your selection as one of the five winners of the promotional union lottery international belgium held recently as part of our new year bonanza . you have therefore been approved for a lump sum pay out of us $ 1 , 200 , 000 . 00 ( one million , two hundred thousand dollars only ) in cash credited to file ref no . gml / 2551256003 / 11 . we the union lottery international belgium is by this program , launching our model computer balloting lottery draws , developed and designed to satisfy the cravings of the ever - growing number of participant in our various lottery programs . with funds accrued exclusively from previous draws , payouts to all winners are guaranteed and will be transferred in record time . after randomly selecting 15 , 000 participant from an initial database of 300 , 000 e - mail all participants were selected through a computer ballot system from the middle east , asia , africa , canada , europe , usa and south america as part our international promotions program , which was conducted in view of launching ourselves into the sweepstakes industry worldwide and zoning all participants by their respective continents from across the globe , we produced an extensive list from which you have emerged as one of the winners of the grand draw prize . to ensure a smooth collection of your winnings , the transfer of your prize is to be handled by our prize transfer agents . you are to contact our agents by e - mail or fax within a week of receiving this notice . please find full contact details below : mr . mark dick , foreign service manager , tel : 32 - 497 - 305 - 490 e - mail : unionlottery 500 @ netscape . net also find all other relevant winning lottery information below : ref no : gml / 2551256003 / 11 batch no : 14 / 0017 / ipd serial no : gmla 2 - 003 ticket no : 12099 lucky no : 425448 / 7785 also send your name , address and country of residence when replying your claims agent . remember , you must contact your claim agent not later than a week of receiving this notification . after this date , all funds will be returned as unclaimed . note : in order to avoid unnecessary delays and complications , please remember to quote your reference and batch numbers in every one of your correspondences with your agent . furthermore you are seriously advised to keep all winning lottery information and numbers from the public in line with our company security protocol to avoid double claiming and unwarranted abuse of this program by unscrupulous individuals . congratulations once again from all our staff members and thank you for being part of our promotions program . yours sincerely , mrs . joyce frik . the promotions manager , union lottery international",Phishing Email
845,"update on rtos - - today ' s ferc meeting tj and claudette - - please forward to your groups : ferc held a discussion today on the status of ne , se , and midwest rto proposals . the ferc judges and staff gave the commission reports from the mediations and current miso , spp and alliance filings . while there was much discussion about the appropriate model ( non - profit iso , transco , itc ) , with questions on whether congestion management models were the same or simply compatible , no decisions were made by ferc . chairman wood did commit to quickly providing "" certainty "" to all stakeholders , including the investment community . he asked ferc staff to prepare reports on each region based on comments received at rto week and through filed rto week comments ( enron will file nov . 2 ) and report back to ferc at the nov . 7 meeting .",Safe Email
846,"URL: http://www.newsisfree.com/click/-4,8045344,1440/
Date: Not suppliedOver the last century, an ""extra"" 35,000 suicides occurred under Tory rule in 
the UK - a similar effect is apparent in Australia
",Safe Email
847,"possible temporary move of hpl to 1201 louisiana i finished the walk through of the 15 th floor space located at 1201 louisiana this afternoon . on the walk through with me were paul foust ( facilities ) , robert humlicek , jeffrey vincent and andrew hawthorn . i previously talked with deborah bubenko and vincent fox about this space . comments from the review are as follows : most of the floor is composed of offices with some large group areas ( conference rooms etc . ) included . the floor can accommodate up to 150 people . however , with this amount of people in the area , space will be very tight . almost all offices will need to hold at least two people . large offices will need to hold three or four . the larger areas will need to have cubicles installed to make complete use of the space . with maximum doubling up in the offices , you might fit a couple of conference rooms on the floor with one kitchen area . there are nooks just off some of the hallways that would accommodate several network printers . as tommy stated in his earlier e - mail on the allen center space , the fire code will require us to put a strobe in each office with multiple occupants . one area of concern is the amount of furniture currently on the floor . the floor plan shows approximately 90 desks on the floor . some offices were locked so we could not verify the total . however , this number appears correct . also , for the most part , there were only desks in the offices unless they were occupied . chairs , filing cabinets , credenzas , etc . would needed to be added to this space . we need to determine where the additional furniture will come from . there is one large area with 11 cubicles forming a circle . according to paul , this was the area where telephones were answered for the previous tenant . this might work for the trading area . the room appears to have the most telephone connectivity , is open , and would accommodate up to 11 . if we decide trader telephones are necessary ( record conversations etc . ) , the cost associated with the purchase of the equipment and the necessary installation time will need to be factored into our schedule . the floor has two data closets . at least one of the closets has 24 hour air conditioning according to vincent . this floor has the same server connectivity at the three allen center space . a 100 meg single mode fiber connection serves this space . robert has informed me that the floor currently has switches to support up to 200 ports . however , this does not mean that the drops to all offices are complete . probably some cabling will need to be added . it appears that the space can accommodate up to 150 users even with the extra ports needed for network printers , laptops , etc . however , if we need to accommodate more than 200 ports , additional switches can be added . in summary , the floor space at 1201 louisiana looks as good or better than the space that was being considered at three allen center . russell s . long enron net works , llc russell . long @ enron . com ( 713 ) 345 - 3754",Safe Email
848,start date : 2 / 1 / 02 ; hourahead hour : 12 ; start date : 2 / 1 / 02 ; hourahead hour : 12 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002020112 . txt,Safe Email
849,"make $ 472 hello , we sent you an email a while ago , because you now qualify for a new mortgage . you could get $ 300 , 000 for as little as $ 700 a month ! bad credit is no problem , you can pull cash out or refinance . please click on this link for free consultation by a mortgage broker : http : / / www . fnytqua . com / best regards , jamie higgs no thanks : http : / / www . fnytqua . com / rl - - - - system information - - - - string referred user fallback implement allows allow sending part single native know belonging alternate as standard provider ' s because lesser revision header provider ) traditional does",Phishing Email
850,"text for structure of modern english a colleague not on the list is looking for textbooks to use in an undergraduate course in structure of modern english . many but not all students are in a program designed to prepare them for teaching english at the secondary school level . there are no prerequisites in linguistics , though intro to linguistics courses are offered in other departments . please send responses directly to harriet luria johnson hljhc @ cunyvm . cuny . edu or hljhc @ cunyvm . bitnet . thanks michael newman , the ohio state university",Safe Email
851,she gets more than coffee click here to be removed,Phishing Email
852,"le regalamos una mochila , aprende jugando ! ! ! ! si no puede ver este mail , entre a : http : / / www . supermedios . com / admin / mailing / perrot / se ha demostrado que la mejor forma de aprender es jugando . . . desarrolle los intereses cient?ficos de sus hijos en forma entretenida ! ! los laboratorios para ni?os de mayor venta en el mundo caja con bandejas para uso permanente medidas : 37 x 25 xl 2 . 4 cms 120 experimentos fascinantes , aprende sobre los ?cidos , las bases , las reacciones , los ?tomos , las mol?culas y los iones . disfruta la magia de la quimica . . . haz cristales , tinturas , perfumes , tinta invisible , aprende todo acerca de la quimica y disfr?talo . caja con bandejas para uso permanente medidas : 37 x 25 xl 2 . 4 cms 250 desafiantes experimentos que te introducir?n en el fascinante mundo de la fisica ! podr?s experimentar con la electricidad , magnetismo , motores , gases , liquidos , calor , arena , fuerza , presi?n y movimiento . comprender?s mejor las leyes b?sicas de la naturaleza . para adquirir los laboratorios , deposite el valor correspondiente en alguna de las siguientes cuentas corrientes de impo y expo perrot s . a . banco santander n? 255 - 0850 - 5 suc . valpso esmeralda . m . perrot a . : banco de chile n? 101 - 53176 - 01 suc . valpso . prat otambi?n en cta de ahorro 24763225050 del banco del estado a nombre de m . perrot a . en cualquier caso enviar el comprobante de dep?sito al fax n? 32 - 234282 indicando rut y nombre de la instituci?n o persona compradora . fisica 250 $ 29 . 900 iva incluido quimica 120 $ 31 . 900 iva incluido este valor incluye flete a cualquier parte del territorio chileno . si prefiere tenemos una opcion especial de pago contraentrega via lan courrier con un costo adicional para ud . de $ 2000 por cada set , indicandonos ademas del rut . nombre y direccion del comprador , la hora entre 12 - 18 hrs . en que alguien pueda recibir el envio y entregar el pago . por la compra de un set de laboratoriole regalamos una mochila a elecci?n indique el n?mero de mochila elegido al efectuar su compra . importado y envasado en chile por importadora y exportadora perrot s . a . http : / / www . juguetesperrot . cl este mensaje se enva bajo los artculos 2 y 4 de la ley 19 . 628 y 28 b de la ley 19 . 955 de la constitucin de la repblica de chile actualizada el 14 de julio 2004 . su direccin ha sido extrada manualmente por personal de nuestra compaa desde su sitio web en internet , o ha sido introducida por usted al aceptar el envo de mensajes publicitarios al inscribirse en alguno de los sitios o foros de nuestra red de trabajo . para ser removido presione borrar",Phishing Email
853,"re : nom / alloc for june 6 th we agree "" eileen ponton "" on 06 / 07 / 2001 10 : 21 : 35 am to : david avila / lsp / enserch / us @ tu , charlie stone / energy / txu @ tu , melissa jones / energy / txu @ tu , teacton @ aep . com , szajac @ aep . com cc : subject : nom / alloc for june 6 th nom mcf mmbtu 0 0 0",Safe Email
